記錄號碼,更新人,建立人,更新時間,建立時間,客戶/供應商代號,客戶/供應商名稱,客戶/供應商類型,統一編號,客戶類別,負責業務 (擇一即可),收貨地址(可刪除),供應商類別,國別/城市別,產業類別 (類型為客戶時才顯示),客戶/供應商集團,發票地址,付款條件,付款方式,結帳日,特殊要求,幣別,運輸條件,公司網站,公司電話,公司傳真,發票郵遞區號,收貨郵遞區號(可刪除),負責業務(NAME)(擇一即可),業績歸屬,供應商簡碼,員工編號,員工姓名,清洗後地址,Latitude,Longitude
3691,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0364,品勛科技股份有限公司,Customer,27471502,Local Customer,Darren,新北市三重區重新路五段609巷12號4樓之12,,TW-N2 New Taipei,Distributor,品勛科技股份有限公司,新北市三重區重新路五段609巷12號4樓之12,Prepaid,Remittance,25.0,,TWD,,http://www.pinsyun.com.tw,+886 3 668 1808,,24159,24159,Darren Chang,Jack,,T023,張宏銘,新北市三重區重新路五段609巷12號之12,25.046754,121.468402
3509,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0363,HANTELEC SRL,Customer,,Int'l Customer,Kent,"Via Cimabue 3/A, 20032 Cormano, MI, Italy",,IT Italy,Others,HANTELEC SRL,"Via Cimabue 3/A, 20032 Cormano, MI, Italy",Prepaid,Remittance,25.0,,USD,EXW,http://www.hantelec.it,+39 02 6622 3000,,,20032,Kent Feng,Kent,,T001,馮耀賢,"Via Cimabue 3/A, 20032 Cormano, MI, Italy",,
3510,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0362,Gladr Alexandr,Customer,,Int'l Customer,Kent,"Dnepropetrovsk 107A, Karl Marks Str. 49038 Dnepropetrovsk, Ukraine",,UA Ukraine,Others,Gladr Alexandr,"Dnepropetrovsk 107A, Karl Marks Str. 49038 Dnepropetrovsk, Ukraine",Prepaid,Remittance,25.0,,USD,EXW,,,,,49038,Kent Feng,Kent,,T001,馮耀賢,"Dnepropetrovsk 107A, Karl Marks Str. 49038 Dnepropetrovsk, Ukraine",,
3511,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0361,V V Electro Tech,Customer,,Int'l Customer,Kent,"113, Saffron Complex, Nr. Narhari Hospital, Fatehgunj Circle, Vadodara - 390 002, Gujarat, India",,IN India,Distributor,V V Electro Tech,"113, Saffron Complex, Nr. Narhari Hospital, Fatehgunj Circle, Vadodara - 390 002, Gujarat, India",Prepaid,Remittance,25.0,,USD,EXW,http://www.vvelectrotech.com,+91 26 5278 6781,,,390002,Kent Feng,Kent,,T001,馮耀賢,"113, Saffron Complex, Nr. Narhari Hospital, Fatehgunj Circle, Vadodara - 390 002, Gujarat, India",,
3692,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0360,鴻歷企業有限公司,Customer,84655609,Local Customer,Darren,新北市新莊區五工三路70巷12號,,TW-N2 New Taipei,Repair Service,鴻歷企業有限公司,新北市新莊區五工三路70巷12號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2299 9420,+886 2 2299 4938,24889,24889,Darren Chang,Jack,,T023,張宏銘,新北市新莊區五工三路70巷12號,25.065163,121.459681
3693,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0359,有量科技股份有限公司,Customer,70498018,Local Customer,Darren,桃園市龜山區茶專路6號,,TW-N4 Taoyuan,Energy Storage,有量科技股份有限公司,桃園市龜山區茶專路6號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 3 263 1212,+886 3 320 0638,33349,33349,Darren Chang,Jack,,T023,張宏銘,桃園市龜山區茶專路6號,25.000089,121.355039
3694,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0358,盛展股份有限公司,Customer,36282720,Local Customer,Darren,新北市泰山區新北大道６段383號,,TW-N2 New Taipei,Repair Service,盛展股份有限公司,新北市泰山區新北大道６段383號,EOM 30,Check,25.0,,TWD,,,+886 2 2906 6991,+886 2 2906 9567,24355,24355,Darren Chang,Jack,,T023,張宏銘,新北市泰山區新北大道６段383號,25.033611,121.42484
3512,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0357,OEM Tech,Customer,,Int'l Customer,Kent,129 Odoevskogo St. 220018 Minsk Belarus,,BY Belarus,OEM/ODM,OEM Tech,129 Odoevskogo St. 220018 Minsk Belarus,Prepaid,Remittance,25.0,,USD,EXW,,+375 1732 24054,+375 1732 24064,,220018,Kent Feng,Kent,,T001,馮耀賢,129 Odoevskogo St. 220018 Minsk Belarus,,
3513,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0356,KTB Import-Export Handelsgesellschaft mbH & Co. KG,Customer,,Int'l Customer,Kent,GroBmoorring 9 21079 Hamburg Germany,,DE Germany,Distributor,KTB Import-Export Handelsgesellschaft mbH & Co. KG,GroBmoorring 9 21079 Hamburg Germany,Prepaid,Remittance,25.0,,EUR,EXW,,+49 40 766189 632,+49 40 766189 633,,21079,Kent Feng,Kent,,T001,馮耀賢,GroBmoorring 9 21079 Hamburg Germany,24.606248,121.825224
3695,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0355,寶磊科技有限公司,Customer,66858813,Local Customer,Darren,新北市板橋區中山路二段416巷36-5號,,TW-N2 New Taipei,Distributor,寶磊科技有限公司,新北市板橋區中山路二段416巷36-5號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2958 4480,+886 2 8961 1561,22068,22068,Darren Chang,Jack,,T023,張宏銘,新北市板橋區中山路二段416巷36-5號,25.019755,121.480844
3696,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0354,光元科技有限公司,Customer,25185927,Local Customer,Darren,桃園市龍潭區大同路118號,,TW-N4 Taoyuan,Power Supply,光元科技有限公司,桃園市龍潭區大同路118號,EOM 30,Check,25.0,,TWD,,,+886 3 479 8909,+886 3 409 1782,32573,32573,Darren Chang,Jack,,T023,張宏銘,桃園市龍潭區大同路118號,24.859331,121.220502
3697,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0353,宇海科技股份有限公司,Customer,16789550,Local Customer,Darren,新北市林口區頂福里1鄰5-2號,,TW-N2 New Taipei,Others,宇海科技股份有限公司,新北市林口區頂福里1鄰5-2號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2600 6861,+886 2 2600 6859,24441,24441,Darren Chang,Jack,,T023,張宏銘,新北市林口區頂福里1鄰5-2號,25.085892,121.3478
3698,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0352,郁珺實業股份有限公司,Customer,68467242,Local Customer,Darren,台南市南區新義路8號,,TW-S2 Tainan,Others,郁珺實業股份有限公司,台南市南區新義路8號,EOM 30,Remittance,25.0,,TWD,,,+886 6 263 6577,+886 6 264 3940,70268,70268,Darren Chang,Jack,,T023,張宏銘,台南市南區新義路8號,22.970951,120.181038
3699,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0351,源效科技股份有限公司,Customer,42738971,Local Customer,Darren,新北市鶯歌區建國路405巷18號3樓,,TW-N2 New Taipei,Inverter,源效科技股份有限公司,新北市鶯歌區建國路405巷18號3樓,EOM 30,Remittance,25.0,,TWD,,,+886 2 2677 7227,+886 2 2677 7527,23943,23943,Darren Chang,Jack,,T023,張宏銘,新北市鶯歌區建國路405巷18號,24.951613,121.33664
3514,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0350,PRIMA ALENA LAGUCIN,Customer,,Int'l Distributor,Kent,"Stronska 14/4b, 50-540 Wroclaw, Poland",,PL Poland,Others,PRIMA ALENA LAGUCIN,"Stronska 14/4b, 50-540 Wroclaw, Poland",Prepaid,Remittance,25.0,,USD,EXW,,+48 53 316 2923,,,50540,Kent Feng,Kent,,T001,馮耀賢,"Stronska 14/4b, 50-540 Wroclaw, Poland",,
3946,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-035.1,緯宏電子有限公司,Customer,27778989,Local Customer,Darren,台南市永康區公園路117巷19號,,TW-S2 Tainan,Others,緯宏電子有限公司,台南市永康區公園路117巷19號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 6 272 2001,+886 6 273 7663,71080,71080,Darren Chang,Jack,,T023,張宏銘,台南市永康區公園路117巷19號,23.012734,120.259898
3515,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0349,AMEC Gmbh,Customer,,Int'l Customer,Kent,Langer Acker 32 30900 Wedemark Germany,,DE Germany,Distributor,AMEC Gmbh,Langer Acker 32 30900 Wedemark Germany,Prepaid,Remittance,25.0,,EUR,EXW,,+49 (5130) 58642 26,+49 (5130) 58642 10,,30900,Kent Feng,Kent,,T001,馮耀賢,Langer Acker 32 30900 Wedemark Germany,,
3516,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0348,Sabrecraft Marine Sdn Bhd,Customer,,Int'l Customer,Kent,"No 2A Jalan Permata, 9/KS 09 Taman Perindustrian Air Hitam, KM 11 Jalan Klang Banting, 41200 Klang, Selangor",,MY Malaysia,Distributor,Sabrecraft Marine Sdn Bhd,"No 2A Jalan Permata, 9/KS 09 Taman Perindustrian Air Hitam, KM 11 Jalan Klang Banting, 41200 Klang, Selangor",Prepaid,Remittance,25.0,,USD,EXW,,+6(0) 01 6474 9851,,,41200,Kent Feng,Kent,,T001,馮耀賢,"No 2A Jalan Permata, 9/KS 09 Taman Perindustrian Air Hitam, KM 11 Jalan Klang Banting, 41200 Klang, Selangor",,
3700,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0347,定曜科技股份有限公司,Customer,97302157,Local Customer,Darren,台北市內湖區內湖路一段316號9樓,,TW-N1 Taipei,Induction Heating,定曜科技股份有限公司,台北市內湖區內湖路一段316號9樓,EOM 30,Check,25.0,,TWD,,,+886 2 2627 1353,+886 2 2627 1352,11493,11493,Darren Chang,Jack,,T023,張宏銘,台北市內湖區內湖路一段316號,25.081649,121.569435
3517,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0346,U T Lamination Private Limited,Customer,,Int'l Customer,Kent,"CB-9A, Railpukur Road, Deshbandhu Nagar, Baguiati, Kolkata – 700059,West Bengal, India",,IN India,Welding Machine,U T Lamination Private Limited,"CB-9A, Railpukur Road, Deshbandhu Nagar, Baguiati, Kolkata – 700059,West Bengal, India",Prepaid,Remittance,25.0,,USD,EXW,,+91 98 3166 0577,,,700059,Kent Feng,Kent,,T001,馮耀賢,"CB-9A, Railpukur Road, Deshbandhu Nagar, Baguiati, Kolkata – 700059,West Bengal, India",,
3701,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0345,台灣車輛股份有限公司,Customer,80345370,Local Customer,Darren,新竹縣湖口鄉新興路458號,,TW-N5 Hsinchu,Others,台灣車輛股份有限公司,新竹縣湖口鄉新興路458號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 3 597 4909,+886 3 597 4921,30353,30353,Darren Chang,Jack,,T023,張宏銘,新竹縣湖口鄉新興路458號,24.87284,121.00333
3702,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0344_1,雨辰盛世國際有限公司,Customer,54368910,Local Customer,Darren,台中市西屯區台灣大道四段936號11樓之6,,TW-N1 Taipei,Others,集研科技股份有限公司,台北市民權東路六段160號6F之4,others,Remittance,25.0,50%訂金，50%出貨前結清,TWD,,,+886 2 8792 6448,,11490,40764,Darren Chang,Jack,,T023,張宏銘,台中市西屯區台灣大道四段936號之6,24.182276,120.61781
3703,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0344,集研科技股份有限公司,Customer,84126025,Local Customer,Darren,台中市台灣大道四段936號11樓之6,,TW-N1 Taipei,Distributor,集研科技股份有限公司,台北市內湖區民權東路六段160號6樓之4,EOM 30,Remittance,25.0,,TWD,,,+886 2 8792 6266,+886 2 8792 6265,11490,40764,Darren Chang,Jack,,T023,張宏銘,台中市台灣大道四段936號之6,24.182276,120.61781
3704,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0343,翰克科技有限公司,Customer,27650195,Local Customer,Darren,新北市中和區民享街97巷18號,,TW-N2 New Taipei,Distributor,翰克科技有限公司,新北市中和區民享街97巷18號,Cash on Delivery,Cash,25.0,,TWD,,,,,23543,23543,Darren Chang,Jack,,T023,張宏銘,新北市中和區民享街97巷18號,24.999874,121.475178
3518,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0342,VT Global Marine Engineering Pte Ltd.,Customer,,Int'l Customer,Kent,"57 west coast way #03-01, Singapore",,SG Singapore,Repair Service,VT Global Marine Engineering Pte Ltd.,"57 west coast way #03-01, Singapore",Prepaid,Remittance,25.0,,USD,EXW,,+65 6497 5829,+65 6497 5829,,127018,Kent Feng,Kent,,T001,馮耀賢,"57 west coast way #03-01, Singapore",,
3705,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0341,國家中山科學研究院,Customer,45002910,Tender,Darren,桃園市大溪區石園路615號 龍門院區 682館庫房,,TW-N4 Taoyuan,Research Institution,國家中山科學研究院,桃園市大溪區石園路615號,others,Remittance,25.0,收發票後30天,TWD,,,+886 3 471 2201,,33551,33551,Darren Chang,Kent,,T023,張宏銘,桃園市大溪區石園路615號,24.86701,121.255863
3706,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0340,奇正科技股份有限公司,Customer,12608374,Local Customer,Darren,桃園市蘆竹區中興路109號,,TW-N4 Taoyuan,DC Bank,奇正科技股份有限公司,桃園市蘆竹區中興路109號,EOM 30,Check,25.0,,TWD,,,+886 3 313 8801,+886 3 313 8802,33857,33857,Darren Chang,Jack,,T023,張宏銘,桃園市蘆竹區中興路109號,25.014901,121.264377
3519,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0339,SolarEdge Technologies Ltd.,Customer,,Int'l Customer,Kent,"1 HaMada St., POB 12001, Herzliya, Israel",,IL Israel,Inverter,SolarEdge Technologies Ltd.,"1 HaMada St., POB 12001, Herzliya, Israel",Prepaid,Remittance,25.0,,USD,EXW,,+972 9957 6620,+972 9957 6591,,4673335,Kent Feng,Kent,,T001,馮耀賢,"1 HaMada St., POB 12001, Herzliya, Israel",,
3707,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0338,鎮宏機電有限公司,Customer,28955195,Local Customer,Darren,高雄市大寮區光明路三段420-1號,,TW-S3 Kaohsiung,Welding Machine,鎮宏機電有限公司,屏東縣屏東市古松西巷3弄13號1樓,EOM 30,Check,25.0,,TWD,,,+886 7 783 2551,+886 7 783 1381,90070,83151,Darren Chang,Jack,,T023,張宏銘,高雄市大寮區光明路三段420-1號,22.624653,120.411455
3708,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0337,長杰實業有限公司,Customer,27799611,Local Customer,Darren,台中市西屯區工業區四十一路5號,,TW-M2 Taichung,Repair Service,長杰實業有限公司,台中市西屯區工業區四十一路5號,Cash on Delivery,Check,25.0,,TWD,,,+886 4 2355 3355,,40768,40768,Darren Chang,Jack,,T023,張宏銘,台中市西屯區工業區四十一路5號,24.175031,120.58645
3520,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0336,Bway Corporation,Customer,,Int'l Customer,Kent,"3200 S Kilbourn Ave Chicago, IL",,US United States,Others,Bway Corporation,"3200 S Kilbourn Ave Chicago, IL",Prepaid,Remittance,25.0,,USD,EXW,,+1 773 890 3355,,,60623,Kent Feng,Kent,,T001,馮耀賢,"3200 S Kilbourn Ave Chicago, IL",,
3709,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0335,瑞洲科技股份有限公司,Customer,64403802,Local Customer,Darren,台南市安平區建平十七街159號,,TW-S2 Tainan,Others,瑞洲科技股份有限公司,台南市安平區建平十七街159號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 6 297 0665,,70850,70850,Darren Chang,Jack,,T023,張宏銘,台南市安平區建平十七街159號,22.997372,120.178408
3521,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0334,Sarnikon Metal ve Elektronik,Customer,,Int'l Customer,Kent,Ferhatpasa Mah. 14. Sok. No:12 Atasehir - Istanbul / Turkiye,,TR Turkey,Distributor,Sarnikon Metal ve Elektronik,Ferhatpasa Mah. 14. Sok. No:12 Atasehir - Istanbul / Turkiye,Prepaid,Remittance,25.0,,USD,EXW,http://www.sarnikon.com/en/,+90 216 471 7197,+90 216 471 7166,,34888,Kent Feng,Kent,,T001,馮耀賢,Ferhatpasa Mah. 14. Sok. No:12 Atasehir - Istanbul / Turkiye,24.992943,121.427541
3710,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0333,新代科技股份有限公司,Customer,89660813,End User,Darren,新竹市東區新竹科學工業園區研發二路25號,,TW-N5 Hsinchu,Motor Drive,新代科技股份有限公司,新竹市東區新竹科學工業園區研發二路25號,EOM 60,Remittance,25.0,,TWD,,,+886 3 666 3553,+886 3 666 3505,30077,30077,Darren Chang,Jack,,T023,張宏銘,新竹市東區新竹科學工業園區研發二路25號,24.780312,120.999268
3711,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0332,台北大眾捷運股份有限公司,Customer,84894989,Tender,Darren,新北市板橋區大觀路2段443號,,TW-N1 Taipei,Railway Transportation,台北大眾捷運股份有限公司,台北市中山區中山北路二段48巷7號,others,Remittance,25.0,收發票後30天,TWD,,,+886 2 2275 3520,+886 2 2511 8971,10448,22058,Darren Chang,Kent,,T023,張宏銘,新北市板橋區大觀路2段443號,25.003852,121.442503
3712,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0331,萬潤科技股份有限公司,Customer,97015768,Local Customer,Darren,高雄市路竹區竹南里路科十路1號,,TW-S3 Kaohsiung,Others,萬潤科技股份有限公司,高雄市路竹區竹南里路科十路1號,EOM 30,Remittance,25.0,,TWD,,http://www.allring-tech.com.tw,+886 7 607 1828,+886 7 607 2880,82151,82151,Darren Chang,Jack,,T023,張宏銘,高雄市路竹區竹南里路科十路1號,22.841237,120.262574
3713,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0330,詮興電機有限公司,Customer,52690168,Local Customer,Darren,台中市大里區文心南路1316巷8號,,TW-M2 Taichung,Welding Machine,詮興電機有限公司,台中市大里區文心南路1316巷8號,EOM 30,Check,25.0,,TWD,,,+886 4 2407 0658,+886 4 2407 0657,41258,41258,Darren Chang,Jack,,T023,張宏銘,台中市大里區文心南路1316巷8號,24.103548,120.669674
3522,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0329,SAI SYSTEMS,Customer,,Int'l Customer,Kent,"5A/201, Sunrise, General AK Vaidya Marg, Dindoshi, Malad (E), Mumbai, Maharashtra, India.",,IN India,Others,SAI SYSTEMS,"5A/201, Sunrise, General AK Vaidya Marg, Dindoshi, Malad (E), Mumbai, Maharashtra, India.",Prepaid,Remittance,25.0,,USD,EXW,,+91 22 2927 7177,,,400097,Kent Feng,Kent,,T001,馮耀賢,"5A/201, Sunrise, General AK Vaidya Marg, Dindoshi, Malad (E), Mumbai, Maharashtra, India.",,
3714,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0328,國立清華大學,Customer,46804804,Local Customer,Darren,新竹市東區光復路二段101號 電機工程學系,,TW-N5 Hsinchu,Research Institution,國立清華大學,新竹市東區光復路二段101號 電機工程學系,Cash on Delivery,Cash,25.0,,TWD,,,+886 3 516 2192,+886 3 571 5971,30013,30013,Darren Chang,Jack,,T023,張宏銘,新竹市東區光復路二段101號,24.796398,120.996864
3715,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0327,安德貿易股份有限公司,Customer,80264496,Local Customer,Darren,新北市林口區文化二路一段20巷25弄5號,,TW-N2 New Taipei,Repair Service,安德貿易股份有限公司,新北市林口區文化二路一段20巷25弄5號,Cash on Delivery,Cash,25.0,,TWD,,,+886 2 2600 7505,+886 2 2600 7900,24448,24448,Darren Chang,Jack,,T023,張宏銘,新北市林口區文化二路一段20巷25弄5號,25.066856,121.365666
3523,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0326,Behrad Consulting Engineers Co.,Customer,,Int'l Customer,Kent,"No. 32 Sarlat, Tayeb St. Isfahan, Iran",,IR Iran,Others,Behrad Consulting Engineers Co.,"No. 32 Sarlat, Tayeb St. Isfahan, Iran",Prepaid,Remittance,25.0,,USD,EXW,,+98 313 233 2577,+98 313 233 2485,,,Kent Feng,Kent,,T001,馮耀賢,"No. 32 Sarlat, Tayeb St. Isfahan, Iran",24.992891,121.427208
3524,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0325,Alighiero Inti Sas,Customer,,Int'l Customer,Kent,"Via de Vecchi, 7/P - 20090 Assago Milano, Italy",,IT Italy,Distributor,Alighiero Inti Sas,"Via de Vecchi, 7/P - 20090 Assago Milano, Italy",Prepaid,Remittance,25.0,,USD,EXW,,+39 02 8940 4977,+39 02 837 2868,,20090,Kent Feng,Kent,,T001,馮耀賢,"Via de Vecchi, 7/P - 20090 Assago Milano, Italy",,
3716,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0324,台灣英飛凌科技股份有限公司,Customer,80673823,Local Customer,Darren,台北市南港區園區街3-2號12樓之1,,TW-N1 Taipei,Power Semiconductor,台灣英飛凌科技股份有限公司,台北市南港區園區街3-2號12樓之1,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2652 6927,+886 2 2655 7501,11503,11503,Darren Chang,Jack,,T023,張宏銘,台北市南港區園區街3-2號之1,25.059069,121.611979
3717,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0323,皇緯國際股份有限公司,Customer,12970261,Local Customer,Darren,台北市松山區南京東路五段118號11樓,,TW-N1 Taipei,Distributor,皇緯國際股份有限公司,台北市松山區南京東路五段118號11樓,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2753 3133,+886 2 2753 4821,10571,10571,Darren Chang,Jack,,T023,張宏銘,台北市松山區南京東路五段118號,25.05017,121.560778
